state,court,ai_type,applies_to,source,rg_applicable_to,consequence,date,id,judge,link,name,req_certify_all,req_certify_if_ai,req_disclose,req_evidence,req_how,req_prohibited,req_prompts,req_proprietary,req_rules,req_sections,req_tool,req_verify,req_warning,summary,type
Florida,M.D. Fla.,Gen AI,Pro Se Litigants,rg,Generative AI Usage|Applies to AI Used for Filings/Drafting|Court-Imposed Consequences - Parties,sanctions_party,2025-06,540,Judge Mary S. Scriven,https://dockets.justia.com/docket/florida/flmdce/8:2024cv02671/444233,M.D. Fla – Judge Mary S. Scriven,,,,,,,,,,,,,,"In Hsien Chueh Yao v. Univ. of S. Fla. Bd. of Trs., 2025 U.S. Dist. LEXIS 113006 (M.D. Fla. June 13, 2025), the court struck a pro se plaintiff’s briefs after the defendant alleged that the plaintiff used artificial intelligence to draft both the original and corrected opposition briefs because of numerous instances of citations by the plaintiff to nonexistent or inapplicable caselaw. Plaintiff was notified of the nonexistent citations in the original opposition, but did not properly amend the citations to caselaw that supported his legal claims. As a result, the court struck both oppositions, but allowed the plaintiff fourteen days to file a renewed opposition, cautioning that failure to cite “real cases that support the propositions for which they are cited will result in the imposition of sanctions.”",Judicial Opinion
Texas,Tex. App. (Dallas),Gen AI,Attorneys,rg,Generative AI Usage|Applies to AI Used for Filings/Drafting|Court-Imposed Consequences - Attorneys/Law Firms,sanctions_attorney,2025-06,541,Judge Nancy Kennedy,https://www.bloomberglaw.com/product/blaw/document/X3J57AC6RCN9AHPTQLC7JLG0ADM?criteria_id=48004e41720d5b72ec793ae5c9b552ba&search32=dBS0K0iRa-kdGXjd-rIdJw%3D%3D4n8G1V81T-CCRRg6iBVlI5Wb2fb9UIL2RBn7x-3E98koKacavwTXdnKWEVyLOnQomAVmNRc-tjUmbGqsm6Mk3gjc-uM6hk9goK5OvyN5zCg%3D,Tex. App (Dallas) – Judge Nancy Kennedy,,,,,,,,,,,,,,"In Lauren Rochon-Eidsvig and Heidi Rochon Hafer v. JGB Collateral, LLC, No. 05-24-00123-CV (Tex. App. –Dallas June 12, 2025), the court sanctioned appellants’ counsel for submitting a legal brief containing citations to four non-existent cases. The court found that, although there was no “intent to deceive,” counsel failed to verify the citations’ accuracy before filing and conceded that the “identified cases could not be located.” The court emphasized that reliance on technology, including AI “does not excuse carelessness or failure to follow professional standards.” As a result, the court ordered the attorney to complete three hours of Texas CLE courses on ethics and five hours on technology (with two such hours being satisfiable by the completion of CLE courses on the ethical use of GenAI), and to pay $2,500 in attorney fees to opposing counsel as a sanction.",Judicial Opinion
Pennsylvania,M.D. Pa.,Gen AI,Any Parties,rg,Generative AI Usage|Requires Disclosure and/or Verification|Applies to AI Used for Filings/Drafting,,2025-06,542,Judge Karoline Mehalchick,https://www.pamd.uscourts.gov/content/judge-karoline-mehalchick,M.D. Pa. – Judge Karoline Mehalchick,,checked,Yes,,,,,,,checked,checked,,,"Judge Mehalchick's standing order on the ""Use of Generative AI"" requires any party who uses generative AI in the “preparation” of any court filings to disclose and certify which AI tool was used, the portion of the filings prepared by the tool, and that a person has reviewed the filing for accuracy. The order governs generative AI, noting ChatGPT and Bard as examples, and warns that generative AI may create unsupported or nonexistent legal citations. Lastly, the order reminds parties that non-compliance may result in sanctions and links to a formal opinion by the Pennsylvania and Philadelphia Bar Associations on the ethical issues regarding the use of AI.",Standing Order
Pennsylvania,M.D. Pa.,Gen AI,Any Parties,rg,Generative AI Usage|Applies to AI Used for Filings/Drafting|Requires Disclosure and/or Verification|Applies to AI Used for Research,,2025-06,543,Magistrate Judge Leo A. Latella,https://www.pamd.uscourts.gov/content/magistrate-judge-leo-latella,M.D. Pa. – Magistrate Judge Leo A. Latella,,checked,Yes,,,,,,,checked,checked,checked,,"Magistrate Judge Latella’s standing order entitled “Use of Generative AI” requires parties who use GenAI in their filings to disclose (i) the “specific AI tool” used, and (ii) the “portions of the filing prepared by the AI program,” and verify that all AI-generated portions of the filing are accurate. A party’s failure to comply could result in the imposition of sanctions. Magistrate Judge Latella also directs parties to review the Pennsylvania Bar Association and Philadelphia Bar Association’s Joint Formal Opinion regarding the use of Artificial Intelligence that remind parties of their ethical obligations when using AI programs.",Standing Order
New York,S.D.N.Y.,Gen AI,Pro Se Litigants,rg,Generative AI Usage|Suggests Cautious Use of AI|Applies to AI Used for Filings/Drafting,warning,2025-06,544,Judge John P. Cronan,https://www.courtlistener.com/opinion/9338182/celli-v-nyc-dept-of-educ/,S.D.N.Y. – Judge John P. Cronan,,,,,,,,,,,,,checked,"In Celli v. N.Y.C., 2025 U.S. Dist. LEXIS 108775 (S.D.N.Y. June 9, 2025), the court, in addressing a variety of “frivolous” motions filed by the plaintiff, noted that “an overwhelming majority” of these motions were “transparently authored” by an AI tool. Though he declined to impose any sanctions, Judge Cronan noted that, if the plaintiff were to file additional frivolous motions, he would be required to file a sworn affidavit that no AI tool was used in the document’s creation and would be prohibited from submitting any filing that incorporated AI.",Judicial Opinion
West Virginia,W. Va. Ct. App.,Gen AI,Attorneys,rg,Generative AI Usage|Applies to AI Used for Filings/Drafting,,2025-06,545,Chief Judge Charles O. Lorenson | Judge Daniel W. Greear | Judge S. Ryan White,https://law.justia.com/cases/west-virginia/intermediate-court-of-appeals/2025/24-ica-396.html,"W. Va. Ct. App. – Chief Judge Charles O. Lorensen, Judge Daniel W. Greear, and Judge S. Ryan White",,,,,,,,,,,,,,"In Jon H. v. Lydia M., 2025 W. Va. App. LEXIS 120 (W. Va. Ct. App. June 6, 2025), the appellate court affirmed the family court’s denial of sanctions against the petitioner’s attorney regarding her use of AI when drafting her motion to set aside judgment. When the plaintiff’s attorney was “made aware that her staff used [GenAI] to draft the motion,” the attorney promptly informed the family court of such AI use and filed an AI disclosure as directed by the family court. The appeals court noted that the West Virginia Code affords deference to the family court in “disciplin[ing] attorneys” and found no statutory authority to overturn its decision not to impose sanctions.",Judicial Opinion
Nebraska,D. Neb.,Gen AI,Pro Se Litigants,rg,Generative AI Usage|Requires Disclosure and/or Verification|Suggests Cautious Use of AI|Applies to AI Used for Filings/Drafting,warning,2025-06,546,Judge John M. Gerrard,https://app.midpage.ai/case/goins-v-father-flanagan-s-10654468,D. Neb. – Judge John M. Gerrard,,,,,,,,,,,,,checked,"In Goins v. Father Flanagan’s Boys’ Home, 2025 U.S. Dist. LEXIS 106729 (D. Neb. June 5, 2025), the defendant moved to strike the pro se plaintiff’s brief in opposition to the defendant’s motion to dismiss after finding that the plaintiff cited to hallucinated cases in his briefing. Although Nebraska Local Rule 7.1(d)(4)(B) permits parties to use GenAI in filings, represented parties and pro se parties are required to certify that all AI-generated text is accurate, which the pro se plaintiff failed to do. The court ultimately declined to strike the opposition because the brief did not contain any “substantive misrepresentations of law.” Instead, Judge Gerrard warned the plaintiff that the repeated use of GenAI without including a certification could result in sanctions.",Judicial Opinion
Michigan,E.D. Mich.,Gen AI,Any Parties,rg,Generative AI Usage|Applies to AI Used for Filings/Drafting|Court-Imposed Consequences - Parties,sanctions_party,2025-06,547,Judge Frances Kay Behm,https://www.courtlistener.com/docket/67477479/ap-electric-incorporated-v-oakland-automation-limited-liability-company/,E.D. Mich. – Judge F. Kay Behm,,,,,,,,,,,,,,"In the consolidated actions of Seither & Cherry Quad Cities, Inc. v. Oakland Automation, LLC and AP Electric, Inc. v. Oakland Automation, LLC (No. 4:23-cv-11342-FKB-EAS), the court flagged the plaintiffs’ use of various fictitious citations in their summary judgment briefings. As a result of these “generative artificial intelligence (AI) hallucinations,” Judge Behm identified specific portions of the brief containing the suspected hallucinations and ordered the plaintiffs to either file (i) copies of the quoted cases which the court had flagged as being potential hallucinations, (ii) a short supplemental brief with “verifiable legal authority” that matches the propositions associated with the fictitious citations, or (iii) an admission that there is no existing authority to match the citations.",Judicial Opinion
Virginia,E.D. Va.,Gen AI,"Attorneys,Pro Se Litigants",rg,Generative AI Usage|Applies to AI Used for Filings/Drafting|Court-Imposed Consequences - Parties,sanctions_party,2025-06,548,Judge Robert E. Payne,https://www.courtlistener.com/docket/69498345/powhatan-county-school-board-v-skinger/,E.D. Va. – Judge Robert E. Payne,,,,,,,,,,,,,,"In Powhatan Cnty. Sch. Bd. v. Skinger, 2025 U.S. Dist. LEXIS 104564 (E.D. Va. June 2, 2025), the pro se defendant repeatedly cited cases that did not exist in numerous filings and admitted to using Chat GPT in at least one of her filings. The court noted that while monetary sanctions would be appropriate for a practicing attorney or law firm, they would be ineffective in this case because the defendant was likely “judgment proof” given her financial standing. Instead, the court struck six of the defendant’s filings, including her answer, opposition to the plaintiff’s emergency motion for a preliminary injunction, and motion for reconsideration, but permitted the defendant to submit replacement filings that “contain no misrepresentations of cited authority.” The court addressed the increasing use of AI hallucinations within the Fourth Circuit and in other jurisdictions and reminded the parties that “pervasive misrepresentations . . . cannot be tolerated.”",Judicial Opinion
Illinois,N.D. Ill.,Any AI,Pro Se Litigants,rg,Any AI Usage|Applies to AI Used for Filings/Drafting|Court-Imposed Consequences - Parties,sanctions_party,2025-06,549,Judge Sharon Johnson Coleman,https://law.justia.com/cases/federal/district-courts/illinois/ilndce/1:2022cv02975/415806/264/,N.D. Ill. – Judge Sharon Johnson Coleman,,,,,,checked,,,,,,,,"In Shanmugavelandy v. AbbVie, Inc., 2025 U.S. Dist. LEXIS 104041 (N.D. Ill. June 2, 2025), the pro se plaintiff admitted to using artificial intelligence to draft his pleadings during oral argument on the parties’ motions for summary judgment in violation of Judge Coleman’s standing order prohibiting the use of any AI in filings. Although the court appreciated the plaintiff being forthcoming, Judge Coleman emphasized that “the Court cannot turn a blind eye” to inaccurate assertions and took the plaintiff’s use of AI into consideration in dismissing the action.",Judicial Opinion
